insurance_type,age,vehicle_age,claim_amount,annual_premium,incidents,witness_count,policy_type,collision_type,police_report,is_fraud
health,27,2,4592.54,1097.96,1,3,basic,none,no,0
property,37,8,3586.04,3318.91,4,3,standard,none,no,0
health,51,0,2286.92,1601.25,0,2,standard,none,no,0
auto,67,1,3985.15,1322.19,0,1,basic,side,no,0
auto,25,2,4384.35,3665.56,0,1,basic,rear,yes,0
health,55,8,2799.58,2415.71,1,1,basic,none,yes,0
health,36,9,6854.62,1141.79,3,2,standard,front,yes,0
property,31,7,8974.86,980.64,3,3,basic,side,no,0
auto,49,12,7179.09,3226.28,0,1,basic,none,yes,0
health,43,14,3000.78,1823.28,0,2,standard,none,yes,0
property,57,14,6180.01,833.36,3,1,premium,rear,yes,0
auto,37,11,3845.17,741.33,4,2,basic,none,no,0
property,69,10,1532.99,1034.82,0,3,standard,none,yes,0
auto,22,9,5830.81,972.88,0,1,premium,rear,no,0
health,71,4,4033.11,649.99,0,1,standard,rear,yes,0
auto,19,9,22370.17,1043.41,2,0,premium,none,no,0
property,63,0,10097.97,1141.91,0,1,standard,none,yes,0
property,39,19,5989.75,1434.63,1,1,standard,rear,no,0
auto,41,7,4334.75,4215.21,1,0,standard,front,no,0
health,19,15,4083.07,1582.21,0,3,basic,front,no,0
auto,61,19,1803.38,1662.72,1,3,standard,front,yes,0
auto,28,9,1077.83,2332.34,2,1,standard,none,no,0
health,58,17,1976.75,1605.74,0,3,basic,side,no,0
health,62,9,3521.34,2208.52,0,1,standard,none,no,0
auto,70,2,833.91,2080.38,0,1,standard,side,yes,0
auto,61,0,2487.35,1922.33,0,0,basic,rear,no,0
auto,36,2,3061.53,7210.06,0,2,basic,rear,no,0
auto,63,18,3131.29,2851.39,0,1,basic,none,no,0
auto,69,9,2291.11,1052.73,1,1,basic,rear,yes,0
auto,37,6,2866.77,2175.71,1,1,standard,side,no,0
property,25,8,12169.96,1216.98,0,3,basic,side,yes,1
auto,73,5,5787.77,2260.01,0,2,basic,none,no,0
property,27,17,2459.69,909.06,0,0,basic,side,yes,0
auto,54,19,3470.86,1039.1,0,0,premium,rear,yes,0
auto,32,1,3569.5,2147.27,2,0,premium,front,no,0
auto,25,14,2126.92,2977.49,0,0,basic,none,no,0
auto,66,6,2125.17,2324.64,0,2,basic,none,yes,0
health,26,0,7386.19,2771.26,1,0,basic,none,no,0
auto,59,18,2713.92,2179.63,0,0,basic,side,no,0
auto,60,1,1692.08,1970.9,3,0,standard,rear,no,0
auto,21,4,3532.64,1405.51,0,2,standard,rear,no,0
health,28,0,3954.49,2714.87,0,3,standard,none,no,0
auto,67,9,915.17,3018.27,2,2,premium,none,no,0
auto,49,11,3538.57,1751.88,1,3,standard,none,no,0
auto,25,6,6684.76,1705.37,1,2,basic,front,no,0
health,79,1,4993.34,4006.62,0,3,standard,front,yes,0
property,34,2,17341.48,1789.67,0,1,basic,front,yes,0
auto,18,18,8740.97,1877.78,1,3,standard,side,no,0
auto,75,16,10039.21,2303.33,0,2,basic,front,no,0
auto,19,18,25849.85,1721.75,2,0,basic,side,no,1
property,52,10,6190.12,1199.7,2,0,basic,rear,yes,0
auto,79,10,4081.21,2184.15,0,3,basic,side,no,0
health,53,15,7198.43,1773.34,0,1,basic,none,no,0
health,54,12,2461.52,4542.01,0,1,standard,none,yes,0
auto,42,8,3926.02,2681.75,0,3,basic,none,no,0
health,25,5,2313.67,1342.46,1,3,premium,none,no,0
health,53,9,4810.66,2603.29,0,0,basic,rear,no,0
auto,73,1,2306.91,2108.92,2,2,premium,rear,yes,0
auto,23,3,2251.05,3479.74,1,3,basic,rear,no,0
auto,72,14,4863.1,1390.99,0,1,basic,rear,no,0
auto,43,17,3306.36,1986.91,0,2,basic,none,no,0
health,51,2,944.58,1720.64,1,1,basic,rear,yes,0
health,28,1,1314.37,1861.69,1,2,basic,none,no,0
property,56,1,1630.94,1161.42,1,0,standard,none,no,0
health,29,15,1962.39,2411.38,0,2,basic,rear,no,0
auto,34,6,4866.33,2228.27,2,1,basic,none,yes,0
auto,62,6,4243.98,3437.89,1,2,basic,none,no,0
health,21,0,7674.79,1799.0,0,1,standard,none,no,0
auto,45,19,6166.96,1471.56,1,3,basic,rear,no,0
auto,54,8,7710.45,2682.88,0,3,basic,front,yes,0
health,26,15,5574.05,1215.48,0,1,basic,front,no,0
health,36,14,4216.56,3110.36,1,0,standard,none,yes,0
auto,39,2,7860.03,3107.03,1,1,standard,side,no,0
health,59,16,6929.82,3390.18,0,2,standard,none,no,0
auto,78,11,4737.51,2182.69,0,3,standard,side,yes,0
health,69,12,8863.97,1417.64,0,2,basic,none,no,0
health,29,4,704.82,1909.49,0,2,standard,rear,no,0
health,19,16,2971.07,2186.45,1,0,standard,none,no,0
auto,21,18,2939.36,1366.39,0,3,standard,rear,no,0
health,54,8,8159.01,3521.2,0,1,basic,none,no,0
auto,27,1,10937.76,2416.42,0,1,standard,none,no,0
auto,32,16,1319.32,1157.35,1,1,standard,side,no,0
property,70,17,9777.28,4635.21,1,0,standard,rear,yes,0
auto,72,10,1603.57,1898.26,1,1,standard,none,yes,0
health,70,11,1637.87,1046.23,0,1,standard,none,no,0
auto,33,4,3090.23,1193.77,1,0,basic,none,yes,0
health,56,1,2913.92,3804.32,0,0,basic,side,no,0
health,55,18,1223.06,4502.97,1,0,basic,rear,no,0
auto,29,9,5738.28,2995.13,2,3,basic,front,yes,0
health,52,5,5858.11,3496.98,0,1,standard,none,yes,0
property,50,13,7614.65,3321.95,1,3,standard,rear,yes,0
property,42,0,2688.08,2388.59,1,3,standard,rear,yes,0
property,64,1,3541.45,2131.37,0,1,standard,none,yes,0
auto,60,4,3564.22,2368.31,1,3,standard,none,yes,0
property,51,9,11867.95,2612.36,2,0,basic,none,no,0
auto,62,7,500.71,1247.88,0,0,basic,none,yes,0
auto,65,3,1863.36,2607.06,0,3,basic,front,yes,0
auto,53,7,3655.1,3749.24,0,2,standard,side,no,0
auto,34,6,1702.92,1630.78,0,2,basic,none,no,0
health,65,10,3038.67,1545.92,1,3,basic,none,yes,0
auto,62,11,3333.4,2294.51,0,0,basic,rear,no,0
health,78,17,2297.6,1306.58,1,0,standard,side,no,0
auto,27,16,3809.02,935.98,1,3,premium,side,no,0
auto,43,5,5651.66,3209.46,0,0,premium,rear,no,0
property,75,18,3085.95,1443.06,2,1,basic,side,no,0
health,49,10,2651.19,1824.8,0,0,standard,rear,no,0
auto,76,3,3242.06,1332.67,0,1,basic,none,no,0
health,18,6,3622.05,3423.36,1,0,standard,rear,no,0
property,20,14,1076.83,2769.96,1,1,basic,none,yes,0
auto,67,16,5029.56,1603.0,0,3,basic,none,no,0
auto,40,7,2655.26,1002.3,0,1,standard,side,no,0
property,50,3,8805.0,1520.11,1,3,basic,none,yes,0
auto,44,3,5506.79,2404.45,1,3,premium,none,yes,0
auto,43,2,8258.9,1986.87,1,2,basic,none,no,0
auto,76,13,1794.17,1909.41,2,2,premium,none,no,0
auto,23,10,2807.44,2009.92,0,1,basic,none,no,0
property,65,9,1525.81,2642.28,1,2,basic,none,no,0
property,73,13,2222.45,1770.59,1,3,standard,none,yes,0
health,58,16,8747.07,2264.27,0,3,standard,side,no,0
health,42,15,10313.85,1103.83,2,0,premium,none,no,0
property,27,2,1629.95,6482.91,0,2,standard,none,yes,0
health,60,11,2641.77,1568.81,0,0,standard,none,yes,0
health,47,17,3451.84,2001.79,1,1,basic,front,no,0
property,27,15,5485.83,2400.02,1,0,premium,side,no,0
auto,40,6,1062.24,1472.33,0,2,standard,front,no,0
auto,77,7,1185.48,1815.13,0,3,standard,front,no,0
health,34,17,5129.37,1804.14,0,3,standard,front,no,0
health,29,0,930.45,1144.8,0,2,basic,none,yes,0
auto,60,10,2663.09,2251.37,0,2,premium,none,yes,0
auto,30,2,4078.42,792.66,1,2,standard,side,no,0
health,75,17,4870.57,4343.15,0,0,standard,none,no,0
auto,71,0,3297.1,2687.82,1,2,standard,none,no,0
property,78,0,2818.53,2488.81,0,2,standard,rear,no,0
property,74,6,6576.12,758.76,2,0,standard,side,no,0
auto,33,4,4445.48,1216.5,0,2,standard,none,no,0
health,31,9,2314.82,3621.6,1,1,basic,none,no,0
health,39,5,3738.37,14409.18,1,2,standard,rear,no,0
auto,47,7,4761.03,3285.74,0,3,standard,none,no,0
auto,72,11,12121.86,3036.53,1,1,standard,side,yes,0
auto,63,11,6313.38,2350.74,1,3,standard,none,no,0
property,57,18,8520.15,1183.52,1,1,basic,rear,no,0
property,72,9,2374.58,2973.77,0,2,basic,side,no,0
auto,58,11,2522.67,1042.52,0,0,basic,side,no,0
property,41,13,3087.86,987.04,1,0,standard,front,yes,0
health,43,3,3292.82,956.46,0,1,premium,side,yes,0
auto,50,13,1797.91,2944.99,1,3,standard,none,yes,0
auto,23,17,8832.15,1756.88,2,1,standard,none,no,0
property,63,6,6757.08,1901.56,0,1,standard,none,yes,0
auto,58,3,2939.59,1794.17,0,3,standard,none,no,0
health,63,6,5705.57,1029.82,1,1,premium,none,yes,0
health,51,5,4255.76,1292.89,1,3,basic,rear,no,1
health,66,11,6026.25,1325.82,1,0,basic,rear,no,0
auto,76,17,1420.81,895.48,0,0,basic,none,yes,0
auto,53,11,3288.01,1405.14,1,0,basic,none,no,0
property,45,2,3495.99,1052.95,0,0,standard,none,yes,0
auto,24,6,5633.86,2413.51,0,2,basic,rear,yes,0
auto,66,13,2345.12,2516.15,0,0,standard,side,no,0
auto,74,6,632.73,946.89,1,2,basic,none,no,0
health,61,11,1707.54,1558.82,1,2,basic,none,yes,0
auto,71,13,3488.64,4573.48,2,0,basic,front,no,0
health,71,6,3807.47,1107.23,1,0,premium,front,no,0
auto,67,12,11832.72,2237.96,0,0,standard,none,no,0
health,49,7,5474.86,1906.0,1,0,standard,front,no,0
property,24,2,3854.79,3122.67,2,2,standard,none,no,0
health,18,7,3559.32,2095.89,1,3,basic,none,no,0
health,30,8,7886.66,1457.32,1,1,standard,side,no,0
health,44,0,2408.89,1869.42,1,2,basic,side,yes,0
health,64,17,3300.41,1883.12,3,1,basic,none,no,0
auto,46,10,1698.53,1727.02,1,0,standard,front,no,0
health,19,0,9830.39,934.9,1,0,standard,rear,no,0
auto,31,17,4792.22,3366.22,2,1,premium,front,no,0
auto,78,17,2218.83,3081.64,1,3,basic,none,no,0
auto,79,0,3360.62,1072.67,0,0,standard,side,yes,0
auto,41,3,5201.78,1555.63,1,3,standard,none,no,0
auto,67,7,3054.88,1615.59,0,2,standard,side,no,0
health,62,10,2504.57,1014.08,2,1,premium,rear,yes,0
health,75,14,2303.09,710.95,1,2,standard,side,yes,0
auto,73,8,4615.95,1292.98,0,2,basic,front,no,0
auto,56,12,2833.77,1512.92,0,2,standard,none,yes,0
health,42,0,2650.14,879.53,0,3,standard,front,yes,0
health,56,13,1429.04,1975.33,4,2,premium,none,no,0
health,37,18,3844.31,3233.85,1,0,standard,rear,no,0
auto,39,10,3207.17,2754.68,1,1,premium,side,no,0
property,55,9,2906.91,1697.07,0,3,basic,front,no,0
auto,53,5,4184.49,720.39,0,0,standard,none,no,0
health,54,19,6146.28,2585.96,0,1,basic,none,no,0
auto,41,0,5949.7,1945.35,1,2,standard,none,no,0
auto,43,5,5361.02,2235.4,1,2,premium,side,no,0
property,18,2,3076.45,4760.23,0,3,standard,none,no,0
property,55,17,2448.18,1197.02,1,2,standard,none,yes,0
auto,53,9,1753.31,429.49,0,0,basic,none,yes,0
auto,75,18,2403.76,1067.71,2,0,basic,side,no,0
property,49,13,3691.38,2305.43,1,2,standard,rear,yes,0
auto,46,11,2099.8,1832.55,2,3,basic,none,yes,0
property,22,10,3894.19,984.55,0,2,basic,front,no,1
auto,30,4,1852.29,889.04,1,2,standard,none,yes,0
auto,38,11,1138.32,1514.28,1,0,standard,rear,yes,0
auto,41,13,6461.29,969.67,1,0,basic,none,no,0
health,40,19,2612.1,2345.65,1,3,basic,rear,yes,0
auto,42,10,2026.52,1471.87,1,2,basic,front,no,0
auto,65,18,1693.08,1321.39,0,2,standard,rear,no,0
property,26,18,4895.76,1237.52,1,3,premium,none,no,0
auto,38,10,9532.24,2062.27,1,0,basic,rear,yes,0
health,28,8,2745.86,1846.98,1,3,basic,none,yes,0
auto,37,2,3130.99,2000.15,2,1,standard,rear,no,0
health,60,5,7708.99,1978.44,0,2,basic,rear,no,0
auto,20,17,1025.25,1743.94,2,1,standard,front,no,0
health,39,2,14426.3,1078.62,1,0,basic,rear,yes,0
health,19,7,20148.2,1254.9,1,3,premium,front,yes,0
property,77,13,547.61,1484.25,0,1,standard,rear,yes,0
property,63,4,3400.74,5077.62,2,0,basic,none,no,0
auto,33,19,2201.15,921.11,1,0,basic,none,yes,0
auto,30,12,3024.98,1466.32,0,3,basic,none,yes,0
auto,24,0,2716.58,1899.1,3,3,basic,rear,no,0
health,47,4,6426.8,1553.61,0,2,basic,front,yes,0
auto,64,14,3365.06,3093.27,0,3,standard,rear,yes,0
property,54,17,1924.39,1549.6,0,2,standard,front,yes,0
property,72,18,3227.52,1607.97,1,3,basic,none,no,0
auto,39,17,5220.5,2717.08,1,0,basic,rear,no,0
auto,35,1,1589.85,4470.95,0,0,premium,side,no,0
health,47,14,1150.14,3654.63,0,2,basic,none,no,0
auto,30,2,14689.97,1688.63,1,3,standard,front,no,0
auto,78,1,2322.27,1763.83,2,2,standard,side,yes,0
auto,29,13,3307.19,1850.77,1,3,standard,none,yes,0
property,47,9,2756.02,1945.94,0,1,standard,rear,no,0
health,50,12,5343.63,1183.61,0,2,premium,none,no,0
auto,21,17,12593.71,2887.93,2,2,basic,rear,no,0
auto,47,1,5464.09,2004.81,2,3,basic,none,no,0
health,46,10,1257.83,1767.94,1,2,basic,none,no,0
auto,34,16,1381.76,957.6,1,1,basic,side,no,0
property,25,8,2753.77,1865.24,1,0,basic,none,yes,0
health,20,10,3017.66,701.62,2,1,basic,rear,no,0
property,18,9,1090.76,1351.78,0,0,standard,none,no,0
health,47,18,6461.0,1364.37,3,0,basic,none,yes,0
property,23,0,1702.03,2087.03,0,2,standard,rear,yes,0
health,77,17,10355.89,4628.21,0,0,basic,front,no,0
health,33,16,13022.62,2406.56,1,1,standard,rear,yes,0
auto,58,16,3060.16,3730.14,1,0,basic,none,yes,0
health,59,8,4950.68,2496.4,0,0,basic,none,yes,0
health,48,10,1537.08,3173.3,1,2,standard,front,no,0
auto,72,7,5633.99,4575.92,1,0,basic,none,no,0
health,24,5,2568.98,1253.98,1,1,standard,none,yes,0
auto,32,17,1700.94,1213.72,2,0,standard,front,yes,0
auto,33,10,2973.41,2526.03,1,0,standard,none,no,0
auto,26,14,2627.99,1804.72,1,0,standard,rear,no,0
auto,36,2,2899.77,2018.64,0,0,premium,none,yes,0
auto,37,15,7078.21,1596.66,1,0,basic,none,no,0
property,65,13,2101.24,1341.94,0,2,premium,none,yes,0
health,36,19,12265.14,4065.87,1,0,basic,none,yes,0
property,72,2,1440.09,1043.22,1,3,standard,side,yes,0
property,65,10,11280.17,2548.34,0,1,premium,side,no,0
auto,73,10,1787.27,2349.87,0,1,basic,front,no,0
health,24,10,3638.37,820.98,0,3,standard,rear,no,0
auto,79,1,2583.4,1193.46,0,3,standard,none,no,0
property,56,9,2862.33,1298.1,0,1,premium,side,yes,0
auto,78,5,6380.17,2397.76,0,3,basic,none,yes,0
auto,40,12,10403.3,1504.9,0,2,standard,none,yes,0
auto,77,4,8378.02,1732.3,0,2,basic,side,no,0
health,54,8,2742.43,872.34,0,3,basic,none,no,0
auto,22,12,4142.18,5784.61,0,2,standard,side,no,0
auto,43,1,2106.0,1873.56,0,2,standard,side,no,0
property,26,15,1818.77,2320.41,0,2,standard,front,yes,0
auto,76,14,1632.05,1379.79,0,2,standard,rear,yes,0
health,36,1,2680.34,1304.65,0,3,standard,side,no,0
health,31,1,4336.07,4704.82,0,2,standard,side,no,0
auto,52,17,955.02,693.42,1,1,basic,rear,yes,0
auto,44,5,3524.71,2078.34,0,0,standard,side,yes,0
auto,24,17,10521.94,986.58,1,3,standard,front,yes,0
property,68,9,7985.14,1476.6,0,1,basic,none,no,0
health,70,6,2417.21,1314.16,4,1,basic,rear,yes,0
auto,64,5,1369.48,1104.35,1,3,basic,side,no,0
property,56,13,5023.5,1840.37,2,0,standard,rear,no,0
auto,42,2,718.96,500.69,0,0,basic,rear,no,0
auto,51,8,7919.69,1544.19,1,2,standard,side,yes,0
auto,50,6,3135.33,1728.23,1,3,standard,front,yes,0
health,28,3,13120.23,916.32,1,3,premium,none,yes,0
auto,23,7,1086.94,3853.01,1,3,basic,none,no,0
health,33,10,6923.68,1343.15,0,3,premium,none,no,0
auto,46,13,3393.59,1605.61,0,2,standard,none,yes,0
health,27,1,2887.84,1344.65,0,3,basic,rear,no,0
property,24,17,1395.64,1735.79,0,1,basic,rear,yes,0
auto,70,17,5524.92,3477.51,1,2,basic,front,no,0
auto,41,13,5844.73,6226.12,2,0,basic,none,no,0
health,54,18,12702.95,2624.96,3,2,basic,none,no,0
auto,50,8,7373.41,3115.04,2,1,basic,front,no,0
auto,63,16,2402.52,4265.07,0,3,standard,none,yes,0
health,63,14,1803.16,2047.62,1,1,basic,front,no,0
health,36,11,1396.96,3964.46,1,0,basic,none,no,0
health,70,3,10211.37,2687.05,0,2,standard,none,no,0
auto,41,11,2111.76,1943.01,1,0,premium,front,no,0
auto,69,18,10261.57,2154.19,0,0,premium,rear,no,0
health,43,19,5258.23,727.27,2,1,premium,side,no,0
health,24,8,4586.77,2092.38,0,2,premium,side,no,0
auto,65,4,2937.14,835.58,2,2,basic,none,no,0
auto,19,14,5781.8,802.21,0,0,standard,none,no,0
auto,65,1,3601.73,1991.09,0,2,basic,rear,no,0
auto,20,3,2811.72,1035.83,1,0,premium,rear,no,0
property,30,11,5926.58,1801.62,0,3,basic,none,yes,0
auto,55,19,3291.9,1937.62,1,0,standard,none,yes,0
health,76,6,2082.17,1981.33,0,0,basic,none,yes,0
auto,43,8,5540.71,1150.49,1,2,premium,side,no,0
auto,25,6,3481.47,2833.71,2,3,basic,rear,no,0
health,32,8,5126.8,1729.15,2,3,premium,side,no,0
health,73,0,2649.96,2254.17,2,2,premium,rear,no,0
auto,63,11,1561.83,994.04,1,0,basic,side,yes,0
auto,24,11,12265.57,1653.81,3,3,standard,rear,no,0
auto,41,6,10749.64,3129.56,0,0,basic,front,yes,0
auto,34,5,6759.13,2936.84,2,1,basic,none,yes,0
health,29,15,2775.35,1213.61,0,3,basic,rear,no,0
auto,70,3,2950.64,1376.39,1,2,standard,none,no,0
auto,56,0,9581.88,1102.85,0,3,basic,rear,yes,0
health,29,0,2842.16,1302.18,0,3,standard,none,no,0
property,58,17,2338.37,898.27,0,3,standard,side,no,0
auto,43,7,13501.61,1687.35,1,2,basic,none,yes,0
health,21,2,3521.44,2481.38,1,3,basic,rear,no,0
auto,45,17,12555.29,1221.06,0,0,basic,front,yes,0
auto,29,2,1368.03,1727.96,1,0,basic,none,no,0
auto,33,6,5232.94,1619.3,0,0,premium,rear,yes,0
health,72,0,15518.03,3064.25,1,0,basic,none,yes,0
auto,62,13,3717.57,1331.69,1,0,standard,none,yes,0
property,26,13,3026.61,1356.13,0,3,premium,side,yes,0
auto,70,15,1607.72,1184.4,0,1,basic,rear,no,0
property,53,5,7767.01,1023.77,1,1,standard,none,no,0
auto,72,6,2123.69,2355.7,2,2,premium,none,yes,0
auto,64,18,3407.16,1689.93,1,1,standard,rear,no,0
health,39,16,1534.33,1858.28,1,2,basic,none,yes,0
auto,51,0,10827.3,3419.74,1,0,standard,none,no,0
health,50,13,8171.6,3519.38,0,2,premium,none,no,0
property,62,16,3561.33,793.84,0,3,standard,none,no,0
health,33,11,1623.1,2499.68,0,0,standard,rear,no,0
property,38,12,10669.4,2023.98,4,0,standard,front,no,0
auto,33,0,2818.18,1435.41,2,0,standard,none,no,0
health,36,0,1679.68,2129.92,1,2,basic,none,no,0
health,27,0,1060.52,762.66,1,3,premium,side,yes,0
health,20,3,2316.53,3756.79,3,3,basic,none,yes,0
health,76,19,1315.21,2338.98,0,3,standard,side,yes,0
health,22,12,2354.36,1173.1,1,2,basic,side,no,0
property,73,15,6130.83,1349.24,0,2,standard,rear,no,0
auto,18,5,2799.57,771.57,1,1,standard,rear,no,0
auto,66,18,4670.33,1545.37,0,2,standard,front,no,0
auto,38,3,2194.4,1420.32,1,0,basic,side,no,0
auto,50,18,3810.89,932.1,1,3,standard,none,no,0
health,35,0,13969.48,2666.04,0,0,basic,none,no,0
auto,48,0,2852.81,3423.43,0,3,basic,front,no,0
auto,45,1,4765.23,1783.48,0,1,standard,rear,no,0
property,50,15,1216.98,1551.81,0,2,premium,none,no,0
property,42,5,10552.04,2247.32,2,0,premium,rear,no,0
health,51,9,2607.0,1790.38,0,1,standard,front,no,0
auto,69,9,7595.97,1052.49,1,3,standard,side,no,0
auto,44,15,3340.16,1304.61,0,0,basic,none,yes,0
auto,40,6,5586.48,1558.97,0,0,basic,side,no,0
auto,26,0,5823.8,2046.92,0,2,standard,none,no,0
auto,40,7,2652.59,1816.5,1,3,standard,none,no,0
health,25,5,7819.18,2008.58,1,1,standard,none,no,0
auto,29,14,2140.32,843.52,0,0,basic,none,no,0
auto,77,15,6276.41,2521.5,1,0,basic,none,yes,0
health,23,1,2770.7,1811.13,3,3,basic,none,no,0
auto,47,15,4650.32,6479.21,0,0,standard,side,no,0
auto,69,1,2634.91,1489.48,0,2,basic,none,no,0
auto,77,12,3770.58,2125.43,1,3,basic,rear,yes,0
auto,27,7,1715.94,7439.88,0,1,standard,side,yes,0
health,28,6,4329.86,1992.3,0,0,basic,front,no,0
auto,41,9,3755.33,1747.93,0,3,basic,none,yes,0
auto,52,6,2494.62,1103.83,0,3,standard,side,yes,0
property,77,15,3503.37,3882.11,0,2,basic,none,yes,0
property,30,19,3999.01,1012.77,2,3,standard,none,yes,0
auto,28,16,2365.04,2238.5,0,3,premium,none,yes,0
property,33,8,3327.14,1426.85,0,2,basic,rear,no,0
auto,72,10,1801.03,1644.73,0,1,basic,none,no,0
auto,19,8,18807.54,887.17,1,0,standard,none,no,1
health,41,15,7641.76,3538.87,2,2,standard,none,no,0
auto,25,11,4407.95,1573.57,3,3,premium,none,no,0
auto,27,9,8270.74,984.82,1,2,basic,side,no,0
property,74,8,910.98,3382.42,0,2,premium,side,yes,0
auto,18,7,607.67,1405.2,1,2,standard,none,yes,0
auto,37,11,2753.14,2137.31,0,1,basic,front,yes,0
auto,74,13,1387.15,2753.72,0,0,standard,none,no,0
property,55,8,3085.21,2291.63,0,2,basic,none,no,0
auto,22,16,4204.71,602.86,0,3,basic,rear,no,0
property,46,16,6934.68,2559.78,0,0,basic,none,no,0
auto,78,8,1641.25,1719.34,1,0,basic,side,yes,0
health,42,18,4816.2,1533.77,0,2,standard,none,no,0
auto,50,3,3677.81,1712.08,2,1,basic,front,yes,0
auto,50,18,4643.65,808.34,2,3,basic,none,no,0
auto,58,5,2530.47,1990.39,2,1,basic,rear,yes,0
auto,29,11,9587.3,913.98,0,2,standard,front,no,0
auto,70,5,3386.47,1567.25,2,0,premium,rear,no,0
auto,79,8,12605.99,1954.97,2,3,basic,none,no,0
health,26,6,2093.78,3093.38,0,1,premium,none,yes,0
health,68,14,6124.05,1200.14,1,1,standard,none,no,0
auto,68,1,3492.01,3736.09,0,2,premium,none,yes,0
health,63,16,2894.54,2902.79,1,3,standard,rear,yes,0
health,40,18,5668.17,1458.69,3,3,standard,none,no,0
property,47,11,2953.0,1038.6,0,3,standard,side,yes,0
auto,70,10,564.89,878.39,1,0,standard,none,no,0
auto,27,13,426.66,2071.19,1,0,premium,side,yes,0
property,69,3,8872.35,1250.57,1,3,premium,none,no,0
property,75,14,8614.32,3293.41,0,3,standard,side,no,0
property,60,4,13645.14,1287.22,0,2,standard,side,yes,0
health,39,13,3596.55,1152.47,0,3,standard,rear,yes,0
health,52,6,1473.15,2032.08,0,1,standard,none,no,0
property,21,14,2714.31,1283.03,0,1,standard,side,no,0
auto,75,15,3670.18,1815.79,3,0,standard,none,yes,0
auto,39,4,1799.16,2960.15,0,3,basic,none,yes,0
property,21,12,11544.94,1917.19,1,2,premium,none,no,1
property,67,9,17459.72,1920.77,2,0,basic,side,yes,0
auto,58,5,5088.8,2003.34,2,3,basic,none,yes,0
auto,56,11,3613.37,775.46,2,0,basic,front,yes,0
property,21,19,1470.74,2199.35,3,3,basic,none,no,0
auto,64,0,10748.31,1958.56,0,0,standard,side,no,0
health,57,19,3840.72,2825.52,1,3,basic,side,yes,0
auto,67,17,2973.77,2447.7,0,1,basic,side,no,0
auto,69,10,5099.11,1634.39,0,0,basic,front,yes,0
health,31,12,2416.32,3029.63,0,0,basic,none,yes,0
property,31,7,4035.21,1561.94,1,2,premium,side,no,0
health,75,2,1326.47,2045.87,0,0,standard,none,no,0
auto,50,11,7792.84,1547.55,1,1,basic,side,no,0
auto,45,16,3384.33,2277.6,0,3,standard,rear,no,0
auto,35,4,8194.03,1497.8,1,3,standard,none,yes,0
property,57,14,3162.77,4120.69,0,1,standard,none,yes,0
auto,64,14,3309.86,4957.62,1,2,basic,none,yes,0
property,18,15,1558.34,2798.86,1,3,standard,front,no,0
property,52,6,6197.06,3907.48,1,2,basic,none,no,0
auto,79,7,1972.21,837.48,0,0,basic,none,no,0
auto,35,8,2590.24,888.3,2,3,premium,none,yes,0
property,35,17,3643.62,1539.51,2,0,basic,rear,yes,0
auto,72,18,3963.4,1845.7,1,2,basic,rear,no,0
property,21,8,1102.94,1637.45,3,3,basic,rear,yes,1
auto,42,19,3097.76,795.47,1,2,standard,none,no,0
auto,46,11,6352.86,3215.69,0,1,basic,none,no,0
auto,67,7,2793.82,5308.68,1,1,basic,none,no,0
auto,25,0,3110.96,3430.61,1,1,basic,rear,no,0
health,44,12,4079.31,3111.19,0,2,basic,none,yes,0
health,27,12,3333.67,2024.46,0,3,standard,rear,no,0
auto,66,19,1769.83,1186.19,1,3,basic,none,yes,0
health,57,14,3549.48,1874.81,0,1,standard,side,no,0
auto,48,0,7301.62,5181.21,3,0,basic,none,no,0
property,42,11,1744.42,1516.27,0,1,premium,rear,yes,0
property,27,14,2801.37,1440.18,1,3,standard,side,no,0
health,75,9,1384.17,3145.26,0,2,basic,front,yes,0
property,58,8,7037.21,3251.41,1,1,basic,front,no,0
auto,37,16,3413.01,1183.28,1,0,standard,rear,no,0
